Player id,Player,Goals,Position,Club,League,Age,Country,Domestic,
269058,James RODRIGUEZ,6,Midfielder,AS Monaco,France,22,Colombia,FALSE,
321722,Thomas MUELLER,5,Forward,FC Bayern Muenchen,Germany,24,Germany,TRUE,
314197,NEYMAR,4,Forward,FC Barcelona,Spain,22,Brazil,FALSE,
229397,Lionel MESSI,4,Forward,FC Barcelona,Spain,26,Argentina,FALSE,
217315,Robin VAN PERSIE,4,Forward,Manchester United FC,England,30,Netherlands,FALSE,
184616,Arjen ROBBEN,3,Forward,FC Bayern Muenchen,Germany,30,Netherlands,FALSE,
373400,Enner VALENCIA,3,Forward,CF Pachuca,Mexico,24,Ecuador,FALSE,
297103,Karim BENZEMA,3,Forward,Real Madrid CF,Spain,26,France,FALSE,
321653,Xherdan SHAQIRI,3,Midfielder,FC Bayern Muenchen,Germany,22,Switzerland,FALSE,
306548,Andre SCHUERRLE,3,Forward,Chelsea FC,England,23,Germany,FALSE,
294620,Andre AYEW,2,Midfielder,Olympique Marseille,France,24,Ghana,FALSE,
207851,Clint DEMPSEY,2,Forward,Seattle Sounders FC,USA,31,USA,TRUE,
290186,GERVINHO,2,Forward,AS Roma,Italy,27,Ivory Coast,FALSE,
359381,Ivan PERISIC,2,Midfielder,VfL Wolfsburg,Germany,25,Croatia,FALSE,
270775,Luis SUAREZ,2,Forward,Liverpool FC,England,27,Uruguay,FALSE,
375518,Mario MANDZUKIC,2,Forward,FC Bayern Muenchen,Germany,28,Croatia,FALSE,
336098,Memphis DEPAY,2,Forward,PSV Eindhoven,Netherlands,20,Netherlands,TRUE,
213001,Tim CAHILL,2,Forward,New York Red Bulls,USA,34,Australia,FALSE,
353118,Wilfried BONY,2,Forward,Swansea City AFC,England,25,Ivory Coast,FALSE,
228627,Alexis SANCHEZ,2,Forward,FC Barcelona,Spain,25,Chile,FALSE,
208353,Asamoah GYAN,2,Forward,Al Ain FC,United Arab Emirates,28,Ghana,FALSE,
214876,Bryan RUIZ,2,Forward,PSV Eindhoven,Netherlands,28,Costa Rica,FALSE,
354859,Islam SLIMANI,2,Forward,Sporting CP,Portugal,26,Algeria,FALSE,
313832,Jackson MARTINEZ,2,Forward,FC Porto,Portugal,27,Colombia,FALSE,
344714,Ahmed MUSA,2,Forward,CSKA Moscow,Russia,21,Nigeria,FALSE,
354875,Abdelmoumene DJABOU,2,Forward,Club Africain,Tunisia,27,Algeria,FALSE,
311150,Mats HUMMELS,2,Defender,Borussia Dortmund,Germany,25,Germany,TRUE,
182206,Miroslav KLOSE,2,Forward,SS Lazio,Italy,36,Germany,FALSE,
312868,OSCAR,2,Midfielder,Chelsea FC,England,22,Brazil,FALSE,
271043,DAVID LUIZ,2,Defender,Chelsea FC,England,27,Brazil,FALSE,
275162,Toni KROOS,2,Midfielder,FC Bayern Muenchen,Germany,24,Germany,TRUE,
309316,Mario GOETZE,2,Forward,FC Bayern Muenchen,Germany,22,Germany,TRUE,
356409,Admir MEHMEDI,1,Forward,SC Freiburg,Germany,23,Switzerland,FALSE,
186808,Aleksandr KERZHAKOV,1,Forward,FC Zenit St. Petersburg,Russia,31,Russia,TRUE,
251352,Andres GUARDADO,1,Defender,Bayer 04 Leverkusen,Germany,27,Mexico,FALSE,
358014,Blaise MATUIDI,1,Midfielder,Paris Saint-Germain FC,France,27,France,TRUE,
216646,Blerim DZEMAILI,1,Midfielder,SSC Napoli,Italy,28,Switzerland,FALSE,
271414,Carlo COSTLY,1,Forward,Real Espana,Honduras,31,Honduras,TRUE,
318150,Charles ARANGUIZ,1,Midfielder,SC Internacional,Brazil,25,Chile,FALSE,
298664,Claudio MARCHISIO,1,Midfielder,Juventus FC,Italy,28,Italy,TRUE,
306532,Daniel STURRIDGE,1,Forward,Liverpool FC,England,24,England,TRUE,
229884,David VILLA,1,Forward,Atletico Madrid,Spain,32,Spain,TRUE,
229499,Diego GODIN,1,Defender,Atletico Madrid,Spain,28,Uruguay,FALSE,
379911,Divock ORIGI,1,Forward,Lille OSC,France,19,Belgium,FALSE,
358114,Dries MERTENS,1,Midfielder,SSC Napoli,Italy,27,Belgium,FALSE,
267834,Edinson CAVANI,1,Forward,Paris Saint-Germain FC,France,27,Uruguay,FALSE,
270301,Eduardo VARGAS,1,Forward,Valencia CF,Spain,24,Chile,FALSE,
208016,FERNANDINHO,1,Midfielder,Manchester City FC,England,29,Brazil,FALSE,
183864,Fernando TORRES,1,Forward,Chelsea FC,England,30,Spain,FALSE,
233952,FRED,1,Forward,Fluminense FC,Brazil,30,Brazil,TRUE,
311558,Granit XHAKA,1,Midfielder,Borussia Moenchengladbach,Germany,21,Switzerland,FALSE,
311554,Haris SEFEROVIC,1,Forward,Real Sociedad,Spain,22,Switzerland,FALSE,
187258,Ivica OLIC,1,Forward,VfL Wolfsburg,Germany,34,Croatia,FALSE,
228599,Javier HERNANDEZ,1,Forward,Manchester United FC,England,26,Mexico,FALSE,
209502,Jean BEAUSEJOUR,1,Midfielder,Wigan Athletic FC,England,30,Chile,FALSE,
183893,Jermaine JONES,1,Midfielder,Besiktas JK,Turkey,32,USA,FALSE,
307529,Joel CAMPBELL,1,Forward,Olympiacos Piraeus FC,Greece,21,Costa Rica,FALSE,
320375,Joel MATIP,1,Midfielder,FC Schalke 04,Germany,22,Cameroon,FALSE,
373555,John BROOKS,1,Defender,Hertha BSC,Germany,21,USA,FALSE,
202655,Jorge VALDIVIA,1,Midfielder,Palmeiras,Brazil,30,Chile,FALSE,
309714,Juan CUADRADO,1,Midfielder,ACF Fiorentina,Italy,26,Colombia,FALSE,
267811,Juan MATA,1,Forward,Manchester United FC,England,26,Spain,FALSE,
356704,Juan QUINTERO,1,Midfielder,FC Porto,Portugal,21,Colombia,FALSE,
233500,Keisuke HONDA,1,Forward,AC Milan,Italy,28,Japan,FALSE,
291393,KOO Jacheol,1,Forward,FSV Mainz 05,Germany,25,South Korea,FALSE,
268149,LEE Keunho,1,Forward,Sangju Sangmu FC,South Korea,29,South Korea,TRUE,
319436,Leroy FER,1,Midfielder,Norwich City FC,England,24,Netherlands,FALSE,
270144,Marcos URENA,1,Forward,Kuban Krasnodar,Russia,24,Costa Rica,FALSE,
301059,Mario BALOTELLI,1,Forward,AC Milan,Italy,23,Italy,TRUE,
290902,Marouane FELLAINI,1,Midfielder,Manchester United FC,England,26,Belgium,FALSE,
297106,Mathieu VALBUENA,1,Midfielder,Olympique Marseille,France,29,France,TRUE,
197514,Mile JEDINAK,1,Midfielder,Crystal Palace FC,England,29,Australia,FALSE,
317056,Moussa SISSOKO,1,Midfielder,Newcastle United FC,England,24,France,FALSE,
254167,NANI,1,Forward,Manchester United FC,England,27,Portugal,FALSE,
358015,Olivier GIROUD,1,Forward,Arsenal FC,England,27,France,FALSE,
227851,Oribe PERALTA,1,Forward,Club Santos Laguna,Mexico,30,Mexico,TRUE,
312987,Oscar DUARTE,1,Defender,Club Brugge KV,Belgium,25,Costa Rica,FALSE,
200213,Pablo ARMERO,1,Defender,West Ham United FC,England,27,Colombia,FALSE,
214228,Peter ODEMWINGIE,1,Forward,Stoke City FC,England,32,Nigeria,FALSE,
178119,Rafael MARQUEZ,1,Defender,Club Leon,Mexico,35,Mexico,TRUE,
296827,Rafik HALLICHE,1,Defender,Academica Coimbra,Portugal,27,Algeria,FALSE,
286278,Shinji OKAZAKI,1,Forward,FSV Mainz 05,Germany,28,Japan,FALSE,
319358,Sofiane FEGHOULI,1,Forward,Valencia CF,Spain,24,Algeria,FALSE,
307849,SON Heungmin,1,Midfielder,Bayer 04 Leverkusen,Germany,21,South Korea,FALSE,
313021,Stefan DE VRIJ,1,Defender,Feyenoord Rotterdam,Netherlands,22,Netherlands,TRUE,
309716,Teofilo GUTIERREZ,1,Forward,CA River Plate,Argentina,29,Colombia,FALSE,
254166,VARELA,1,Forward,FC Porto,Portugal,29,Portugal,TRUE,
300411,Vedad IBISEVIC,1,Forward,VfB Stuttgart,Germany,29,Bosnia & Herzegovina,FALSE,
196842,Wayne ROONEY,1,Forward,Manchester United FC,England,28,England,TRUE,
207528,Xabi ALONSO,1,Midfielder,Real Madrid CF,Spain,32,Spain,TRUE,
366309,Yacine BRAHIMI,1,Midfielder,Granada CF,Spain,24,Algeria,FALSE,
362649,Andreas SAMARIS,1,Midfielder,Olympiacos Piraeus FC,Greece,25,Greece,TRUE,
297112,Georgios SAMARAS,1,Forward,Celtic FC,Scotland,29,Greece,FALSE,
358048,Alexander KOKORIN,1,Forward,FC Dynamo Moscow,Russia,23,Russia,TRUE,
359997,Avdija VRSAJEVIC,1,Midfielder,HNK Hajduk Split,Croatia,28,Bosnia & Herzegovina,FALSE,
201200,CRISTIANO RONALDO,1,Forward,Real Madrid CF,Spain,29,Portugal,FALSE,
300409,Edin DZEKO,1,Forward,Manchester City FC,England,28,Bosnia & Herzegovina,FALSE,
234551,Giovani DOS SANTOS,1,Forward,Villarreal CF,Spain,25,Mexico,FALSE,
290904,Jan VERTONGHEN,1,Defender,Tottenham Hotspur FC,England,27,Belgium,FALSE,
184615,Klaas Jan HUNTELAAR,1,Forward,FC Schalke 04,Germany,30,Netherlands,FALSE,
318688,Marcos ROJO,1,Defender,Sporting CP,Portugal,24,Argentina,FALSE,
299198,Miralem PJANIC,1,Midfielder,AS Roma,Italy,24,Bosnia & Herzegovina,FALSE,
362641,Reza GHOOCHANNEJAD,1,Forward,Charlton Athletic FC,England,26,Iran,FALSE,
299090,Sokratis PAPASTATHOPOULOS,1,Defender,Borussia Dortmund,Germany,26,Greece,FALSE,
215002,Wesley SNEIJDER,1,Midfielder,Galatasaray SK,Turkey,30,Netherlands,FALSE,
305036,Mesut OEZIL,1,Midfielder,Arsenal FC,England,25,Germany,FALSE,
367388,Paul POGBA,1,Midfielder,Juventus FC,Italy,21,France,FALSE,
266800,Angel DI MARIA,1,Midfielder,Real Madrid CF,Spain,26,Argentina,FALSE,
369094,Julian GREEN,1,Midfielder,FC Bayern Muenchen,Germany,19,USA,FALSE,
358120,Kevin DE BRUYNE,1,Midfielder,VfL Wolfsburg,Germany,22,Belgium,FALSE,
358112,Romelu LUKAKU,1,Forward,Everton FC,England,21,Belgium,FALSE,
271550,Gonzalo HIGUAIN,1,Forward,SSC Napoli,Italy,26,Argentina,FALSE,
196900,Sami KHEDIRA,1,Midfielder,Real Madrid CF,Spain,27,Germany,FALSE,
289964,THIAGO SILVA,1,Defender,Paris Saint-Germain FC,France,29,Brazil,FALSE,
319432,Daley BLIND,1,Defender,AFC Ajax,Netherlands,24,Netherlands,TRUE,
319438,Georginio WIJNALDUM,1,Midfielder,PSV Eindhoven,Netherlands,23,Netherlands,TRUE,
198243,Abel AGUILAR,0,Midfielder,Toulouse FC,France,29,Colombia,FALSE,
305372,Abel HERNANDEZ,0,Forward,US Citta di Palermo,Italy,23,Uruguay,FALSE,
379972,Acquah AFRIYIE,0,Midfielder,Parma FC,Italy,22,Ghana,FALSE,
353237,Adam KWARASEY,0,Goalkeeper,Stromsgodset IF,Norway,26,Ghana,FALSE,
361222,Adam LALLANA,0,Midfielder,Southampton FC,England,26,England,TRUE,
368902,Adam TAGGART,0,Forward,Newcastle United Jets FC,Australia,21,Australia,TRUE,
379910,Adnan JANUZAJ,0,Midfielder,Manchester United FC,England,19,Belgium,FALSE,
349568,Adrian BONE,0,Goalkeeper,CD El Nacional,Ecuador,25,Ecuador,TRUE,
200847,Adrian RAMOS,0,Forward,Hertha BSC,Germany,28,Colombia,FALSE,
274703,Agustin ORION,0,Goalkeeper,CA Boca Juniors,Argentina,32,Argentina,TRUE,
295153,Ahmad ALNAMEH,0,Defender,Naft Tehran FC,Iran,31,Iran,TRUE,
376285,Aissa MANDI,0,Defender,Stade de Reims,France,22,Algeria,FALSE,
302539,Alan DZAGOEV,0,Midfielder,CSKA Moscow,Russia,24,Russia,TRUE,
336722,Alan PULIDO,0,Forward,Tigres UANL,Mexico,23,Mexico,TRUE,
364707,Albert ADOMAH,0,Midfielder,Middlesbrough FC,England,26,Ghana,FALSE,
215623,Alberto AQUILANI,0,Midfielder,ACF Fiorentina,Italy,29,Italy,TRUE,
296273,Alejandro BEDOYA,0,Midfielder,FC Nantes,France,27,USA,FALSE,
369983,Aleksei KOZLOV,0,Defender,FC Dynamo Moscow,Russia,27,Russia,TRUE,
228942,Alessio CERCI,0,Forward,Torino FC,Italy,26,Italy,TRUE,
336869,Alex IBARRA,0,Midfielder,Vitesse Arnheim,Netherlands,23,Ecuador,FALSE,
356198,Alex OXLADE CHAMBERLAIN,0,Midfielder,Arsenal FC,England,20,England,TRUE,
182620,Alex WILKINSON,0,Defender,Jeonbuk Hyundai Motors FC,South Korea,29,Australia,FALSE,
303419,Alexander DOMINGUEZ,0,Goalkeeper,LDU Quito,Ecuador,27,Ecuador,TRUE,
228691,Alexander MEJIA,0,Midfielder,Atletico Nacional,Colombia,25,Colombia,TRUE,
216435,Alexander SAMEDOV,0,Forward,FC Lokomotiv Moscow,Russia,29,Russia,TRUE,
200261,Alexandre SONG,0,Midfielder,FC Barcelona,Spain,26,Cameroon,FALSE,
228351,Alexandros TZIOLIS,0,Midfielder,Kayserispor,Turkey,29,Greece,FALSE,
358881,Alexey IONOV,0,Forward,FC Dynamo Moscow,Russia,25,Russia,TRUE,
175546,Alfredo TALAVERA,0,Goalkeeper,Deportivo Toluca FC,Mexico,31,Mexico,TRUE,
346763,Alireza HAGHIGHI,0,Goalkeeper,Sporting Covilha,Portugal,26,Iran,FALSE,
379886,Alireza JAHAN BAKHSH,0,Forward,NEC Nijmegen,Netherlands,20,Iran,FALSE,
355023,Allan NYOM,0,Defender,Granada CF,Spain,26,Cameroon,FALSE,
286259,Alvaro GONZALEZ,0,Midfielder,SS Lazio,Italy,29,Uruguay,FALSE,
229502,Alvaro PEREIRA,0,Midfielder,Sao Paulo FC,Brazil,28,Uruguay,FALSE,
213124,Amirhossein SADEGHI,0,Defender,Esteghlal Tehran FC,Iran,32,Iran,TRUE,
237949,Andranik TIMOTIAN,0,Midfielder,Esteghlal Tehran FC,Iran,31,Iran,TRUE,
375453,ANDRE ALMEIDA,0,Defender,SL Benfica,Portugal,23,Portugal,TRUE,
214377,Andrea BARZAGLI,0,Defender,Juventus FC,Italy,33,Italy,TRUE,
177876,Andrea PIRLO,0,Midfielder,Juventus FC,Italy,35,Italy,TRUE,
183857,Andres INIESTA,0,Midfielder,FC Barcelona,Spain,30,Spain,TRUE,
358893,Andrey ESHCHENKO,0,Defender,FC Anzhi Makhachkala,Russia,30,Russia,TRUE,
379985,Andrey SEMENOV,0,Defender,FC Terek Grozny,Russia,25,Russia,TRUE,
330693,Andy NAJAR,0,Midfielder,RSC Anderlecht,Belgium,21,Honduras,FALSE,
374529,Anel HADZIC,0,Midfielder,SK Sturm Graz,Austria,24,Bosnia & Herzegovina,FALSE,
369058,Ante REBIC,0,Forward,ACF Fiorentina,Italy,20,Croatia,FALSE,
216006,Anthony VANDEN BORRE,0,Defender,RSC Anderlecht,Belgium,26,Belgium,TRUE,
336435,Antoine GRIEZMANN,0,Forward,Real Sociedad,Spain,23,France,FALSE,
298662,Antonio CANDREVA,0,Midfielder,SS Lazio,Italy,27,Italy,TRUE,
177927,Antonio CASSANO,0,Forward,Parma FC,Italy,31,Italy,TRUE,
202544,Antonio VALENCIA,0,Midfielder,Manchester United FC,England,28,Ecuador,FALSE,
367347,Aron JOHANNSSON,0,Forward,AZ Alkmaar,Netherlands,23,USA,FALSE,
198489,Arthur BOKA,0,Defender,VfB Stuttgart,Germany,31,Ivory Coast,FALSE,
267543,Arturo VIDAL,0,Midfielder,Juventus FC,Italy,27,Chile,FALSE,
196812,Ashkan DEJAGAH,0,Forward,Fulham FC,England,27,Iran,FALSE,
358097,Asmir AVDUKIC,0,Goalkeeper,FK Borac Banja Luka,Bosnia & Herzegovina,33,Bosnia & Herzegovina,TRUE,
230121,Asmir BEGOVIC,0,Goalkeeper,Stoke City FC,England,26,Bosnia & Herzegovina,FALSE,
268474,Atsuto UCHIDA,0,Defender,FC Schalke 04,Germany,26,Japan,FALSE,
298892,Augusto FERNANDEZ,0,Midfielder,Celta Vigo,Spain,28,Argentina,FALSE,
278732,Aurelien CHEDJOU,0,Defender,Galatasaray SK,Turkey,28,Cameroon,FALSE,
184856,Austine EJIDE,0,Goalkeeper,Hapoel Be'er Sheva FC,Israel,30,Nigeria,FALSE,
290821,Axel WITSEL,0,Midfielder,FC Zenit St. Petersburg,Russia,25,Belgium,FALSE,
356711,Azubuike EGWUEKWE,0,Defender,Warri Wolves FC,Nigeria,24,Nigeria,TRUE,
254141,Bacary SAGNA,0,Defender,Arsenal FC,England,31,France,FALSE,
379165,Bailey WRIGHT,0,Defender,Preston North End FC,England,21,Australia,FALSE,
346731,Bakhtiar RAHMANI,0,Midfielder,Foolad Khuzestan FC,Iran,22,Iran,TRUE,
196752,Bastian SCHWEINSTEIGER,0,Midfielder,FC Bayern Muenchen,Germany,29,Germany,TRUE,
253999,Ben FOSTER,0,Goalkeeper,West Bromwich Albion FC,England,31,England,TRUE,
379164,Ben HALLORAN,0,Forward,Fortuna Duesseldorf,Germany,22,Australia,FALSE,
311148,Benedikt HOEWEDES,0,Defender,FC Schalke 04,Germany,26,Germany,TRUE,
296118,Benjamin MOUKANDJO,0,Forward,AS Nancy,France,25,Cameroon,FALSE,
306180,Benoit ASSOU EKOTTO,0,Defender,Queens Park Rangers FC,England,30,Cameroon,FALSE,
356669,BERNARD,0,Forward,Shakhtar Donetsk,Ukraine,21,Brazil,FALSE,
214404,BETO,0,Goalkeeper,Sevilla FC,Spain,32,Portugal,FALSE,
237071,Boniek GARCIA,0,Midfielder,Houston Dynamo,USA,29,Honduras,FALSE,
178958,Boubacar BARRY,0,Goalkeeper,KSC Lokeren,Belgium,34,Ivory Coast,FALSE,
181951,Brad DAVIS,0,Midfielder,Houston Dynamo,USA,32,USA,TRUE,
276139,Brad GUZAN,0,Goalkeeper,Aston Villa FC,England,29,USA,FALSE,
339551,Brayan BECKELES,0,Defender,CD Olimpia,Honduras,28,Honduras,TRUE,
210213,BRUNO ALVES,0,Defender,Fenerbahce SK,Turkey,32,Portugal,FALSE,
358736,Bruno MARTINS INDI,0,Defender,Feyenoord Rotterdam,Netherlands,22,Netherlands,TRUE,
360642,Camilo VARGAS,0,Goalkeeper,Independiente Santa Fe,Colombia,25,Colombia,TRUE,
239237,Carl MEDJANI,0,Defender,Valenciennes FC,France,29,Algeria,FALSE,
349512,Carlos BACCA,0,Forward,Sevilla FC,Spain,27,Colombia,FALSE,
181698,Carlos CARBONERO,0,Midfielder,CA River Plate,Argentinia,23,Colombia,FALSE,
229436,Carlos CARMONA,0,Midfielder,Atalanta Bergamo,Italy,27,Chile,FALSE,
332827,Carlos GRUEZO,0,Midfielder,VfB Stuttgart,Germany,19,Ecuador,FALSE,
303394,Carlos PENA,0,Midfielder,Club Leon,Mexico,24,Mexico,TRUE,
218253,Carlos SALCIDO,0,Defender,Tigres UANL,Mexico,34,Mexico,TRUE,
280487,Carlos SANCHEZ,0,Midfielder,Elche CF,Spain,28,Colombia,FALSE,
217117,Carlos VALDES,0,Defender,CA San Lorenzo de Almagro,Argentina,29,Colombia,FALSE,
380060,Cedric DJEUGOUE,0,Defender,Coton Sport FC,Cameroon,21,Cameroon,TRUE,
356166,Cedric SI MOHAMMED,0,Goalkeeper,CS Constantine,Algeria,29,Algeria,TRUE,
236530,Celso BORGES,0,Midfielder,AIK Solna,Sweden,26,Costa Rica,FALSE,
270948,Cesar AZPILICUETA,0,Midfielder,Chelsea FC,England,24,Spain,FALSE,
200179,Cesc FABREGAS,0,Midfielder,FC Barcelona,Spain,27,Spain,TRUE,
216990,Charles ITANDJE,0,Goalkeeper,Konyaspor,Turkey,31,Cameroon,FALSE,
182479,Chigozie AGBIM,0,Goalkeeper,Enugu Rangers FC,Nigeria,29,Nigeria,TRUE,
356748,Chris SMALLING,0,Defender,Manchester United FC,England,24,England,TRUE,
339508,Chris WONDOLOWSKI,0,Forward,San Jose Earthquakes,USA,31,USA,TRUE,
355997,Christian ATSU,0,Midfielder,Vitesse Arnheim,Netherlands,22,Ghana,FALSE,
183796,Christian BOLANOS,0,Midfielder,FC Kobenhavn,Denmark,30,Costa Rica,FALSE,
380069,Christoph KRAMER,0,Midfielder,Borussia Moenchengladbach,Germany,23,Germany,TRUE,
306780,Ciro IMMOBILE,0,Forward,Torino FC,Italy,24,Italy,TRUE,
202650,Claudio BRAVO,0,Goalkeeper,Real Sociedad,Spain,31,Chile,FALSE,
240718,Constant DJAKPA,0,Defender,Eintracht Frankfurt,Germany,27,Ivory Coast,FALSE,
279417,Cristhian NOBOA,0,Midfielder,FC Dynamo Moscow,Russia,29,Ecuador,FALSE,
229506,Cristhian STUANI,0,Forward,RCD Espanyol,Spain,27,Uruguay,FALSE,
307026,Cristian GAMBOA,0,Defender,Rosenborg BK,Norway,24,Costa Rica,FALSE,
216567,Cristian RODRIGUEZ,0,Midfielder,Atletico Madrid,Spain,28,Uruguay,FALSE,
200209,Cristian ZAPATA,0,Defender,AC Milan,Italy,27,Colombia,FALSE,
228624,Cristopher TOSELLI,0,Goalkeeper,CD Universidad Catolica,Chile,26,Chile,TRUE,
175498,DaMarcus BEASLEY,0,Defender,Puebla FC,Mexico,32,USA,FALSE,
190962,DANI ALVES,0,Defender,FC Barcelona,Spain,31,Brazil,FALSE,
199160,Daniel CAMBRONERO,0,Goalkeeper,CS Herediano,Costa Rica,28,Costa Rica,TRUE,
379888,Daniel DAVARI,0,Goalkeeper,Eintracht Braunschweig,Germany,26,Iran,FALSE,
269071,Daniel OPARE,0,Defender,Standard Liege,Belgium,23,Ghana,FALSE,
375523,Daniel VAN BUYTEN,0,Defender,FC Bayern Muenchen,Germany,36,Belgium,FALSE,
209119,Daniele DE ROSSI,0,Midfielder,AS Roma,Italy,30,Italy,TRUE,
210702,Danijel PRANJIC,0,Defender,Panathinaikos FC,Greece,32,Croatia,FALSE,
299887,Danijel SUBASIC,0,Goalkeeper,AS Monaco,France,29,Croatia,FALSE,
274034,Danny WELBECK,0,Forward,Manchester United FC,England,23,England,TRUE,
367913,DANTE,0,Defender,FC Bayern Muenchen,Germany,30,Brazil,FALSE,
200259,Dany NOUNKEU,0,Defender,Besiktas JK,Turkey,28,Cameroon,FALSE,
210704,Darijo SRNA,0,Defender,Shakhtar Donetsk,Ukraine,32,Croatia,FALSE,
290800,Dario VIDOSIC,0,Midfielder,FC Sion,Switzerland,27,Australia,FALSE,
319428,Daryl JANMAAT,0,Defender,Feyenoord Rotterdam,Netherlands,24,Netherlands,TRUE,
269859,David DE GEA,0,Goalkeeper,Manchester United FC,England,23,Spain,FALSE,
